transcript,met_module,cor,gene_id,region_soy,blast_soy,Phytozome_link,blast_ara
tr_8966,Module_4,0.742857143,Phvul.001G131600,coding,GLYMA03G29260.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G131600,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: N-terminal protein myristoylation; LOCATED IN: cellular_component unknown; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G52500.1); Has 38 Blast hits to 38 proteins in 7 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 38; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr3:21238547-21239971 FORWARD LENGTH=474
tr_17559,Module_4,0.739285714,Phvul.009G260300,coding,GLYMA03G42320.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G260300,"| Symbols: ATPAP29, PAP29 | purple acid phosphatase 29 | chr5:25328237-25329616 FORWARD LENGTH=389"
tr_12092,Module_4,0.735714286,Phvul.002G274500,coding,GLYMA08G00420.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G274500,"| Symbols: PAD4, ATPAD4 | alpha/beta-Hydrolases superfamily protein | chr3:19431566-19434292 FORWARD LENGTH=541"
tr_25366,Module_4,0.735714286,Phvul.009G125900,coding,GLYMA04G42800.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G125900,"| Symbols: ATAF1, ANAC002 | NAC (No Apical Meristem) domain transcriptional regulator superfamily protein | chr1:268471-269514 FORWARD LENGTH=289"
tr_1763,Module_4,0.730102075,Phvul.004G0542000,coding,GLYMA19G18330.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G0542000,"| Symbols: SOX, AT-SO, AtSO | sulfite oxidase | chr3:314919-317274 REVERSE LENGTH=393"
tr_10195,Module_4,0.728571429,Phvul.004G033000,coding,GLYMA13G05840.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G033000,| Symbols:  | Saccharopine dehydrogenase  | chr5:15768415-15770274 REVERSE LENGTH=454
tr_23191,Module_4,0.728571429,Phvul.002G301600,coding,GLYMA08G02980.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G301600,| Symbols:  | NAD(P)-binding Rossmann-fold superfamily protein | chr4:12497287-12499661 FORWARD LENGTH=332
tr_12857,Module_4,0.725,Phvul.003G127500,coding,GLYMA13G17420.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G127500,"| Symbols: SUS1, ASUS1, atsus1 | sucrose synthase 1 | chr5:7050599-7054032 REVERSE LENGTH=808"
tr_19640,Module_4,0.725,Phvul.009G133600,coding,GLYMA04G42120.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G133600,| Symbols: ARPN | plantacyanin | chr2:826630-827720 REVERSE LENGTH=129
tr_24765,Module_4,0.725,Phvul.004G147800,coding,GLYMA09G30300.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G147800,"| Symbols: ATMKK9, MKK9 | MAP kinase kinase 9 | chr1:27639419-27640351 REVERSE LENGTH=310"
tr_5345,Module_4,0.723860879,Phvul.004G138500,coding,GLYMA16G33800.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G138500,| Symbols:  | Kunitz family trypsin and protease inhibitor protein | chr1:6149343-6149933 FORWARD LENGTH=196
tr_6009,Module_4,0.721428571,Phvul.005G144900,coding,GLYMA15G04200.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G144900,| Symbols: TRFL2 | TRF-like 2 | chr1:2318433-2321048 REVERSE LENGTH=630
tr_20320,Module_4,0.721428571,Phvul.010G046700,coding,GLYMA12G24150.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G046700,| Symbols:  | Domain of unknown function (DUF3598) | chr2:18452937-18454785 REVERSE LENGTH=500
tr_20420,Module_4,0.721112614,Phvul.003G104500,coding,GLYMA17G10340.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G104500,| Symbols:  | RNA binding | chr4:8978060-8978623 FORWARD LENGTH=187
tr_15783,Module_4,0.717857143,Phvul.005G016800,coding,GLYMA15G41870.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G016800,| Symbols:  | Ribosomal protein L18e/L15 superfamily protein | chr5:25852535-25853880 REVERSE LENGTH=281
tr_276,Module_4,0.714285714,Phvul.L002700,coding,GLYMA20G02770.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.L002700,| Symbols: ZIP10 | zinc transporter 10 precursor | chr1:11175559-11177362 REVERSE LENGTH=364
tr_9358,Module_4,0.710714286,Phvul.004G135500,coding,GLYMA16G33480.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G135500,| Symbols:  | Protein of unknown function (DUF789) | chr1:901304-902672 FORWARD LENGTH=308
tr_21595,Module_4,0.710714286,Phvul.003G098800,coding,GLYMA17G02420.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G098800,| Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G16520.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr4:8875932-8877567 FORWARD LENGTH=337
tr_23336,Module_4,0.710714286,Phvul.008G053300,coding,GLYMA18G47850.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G053300,"| Symbols: TRXF2, ATF2 | thioredoxin F2 | chr5:5363905-5365249 REVERSE LENGTH=185"
tr_746,Module_4,0.707142857,Phvul.003G045400,noncoding,GLYMA01G42730.3,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G045400,None
tr_22445,Module_4,0.707142857,Phvul.009G178100,coding,GLYMA06G19310.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G178100,"| Symbols: ISU1, ATISU1 | SufE/NifU family protein | chr4:11759444-11760881 REVERSE LENGTH=167"
tr_14009,Module_4,0.705186039,Phvul.002G045500,coding,GLYMA11G00790.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G045500,None
tr_26866,Module_5,0.825,Phvul.009G010000,coding,GLYMA17G38250.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G010000,| Symbols:  | Pentatricopeptide repeat (PPR) superfamily protein | chr4:7939611-7942898 REVERSE LENGTH=1064
tr_14427,Module_5,0.792857143,Phvul.004G019500,coding,GLYMA13G04460.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G019500,| Symbols:  | unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr4:18006385-18007203 FORWARD LENGTH=153
tr_8735,Module_5,0.771428571,Phvul.006G072000,coding,GLYMA11G29280.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G072000,| Symbols:  | Glutaredoxin family protein | chr5:23660428-23661249 FORWARD LENGTH=273
tr_10124,Module_5,0.771428571,Phvul.008G261800,coding,GLYMA14G37190.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G261800,| Symbols:  | Undecaprenyl pyrophosphate synthetase family protein | chr5:23734396-23735495 FORWARD LENGTH=310
tr_10989,Module_5,0.739285714,Phvul.010G038300,coding,GLYMA03G23900.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G038300,| Symbols:  | Protein of unknown function (DUF3550/UPF0682) | chr3:857013-860105 FORWARD LENGTH=607
tr_13846,Module_5,0.736372055,Phvul.001G235700,coding,GLYMA11G34380.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G235700,| Symbols:  | NAD(P)-binding Rossmann-fold superfamily protein | chr2:12541864-12542280 REVERSE LENGTH=107
tr_12851,Module_5,0.735714286,Phvul.011G097400,coding,GLYMA12G09830.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G097400,"| Symbols:  | Polynucleotidyl transferase, ribonuclease H-like superfamily protein | chr3:15952213-15953055 REVERSE LENGTH=280"
tr_367,Module_5,0.732142857,Phvul.001G1193000,coding,GLYMA03G27860.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G1193000,| Symbols: BZIP17 | Basic-leucine zipper (bZIP) transcription factor family protein | chr2:17087823-17090326 REVERSE LENGTH=721
tr_2000,Module_5,0.725,Phvul.005G134900,coding,GLYMA13G40090.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G134900,"| Symbols:  | Protein of unknown function, DUF584 | chr5:24386247-24386738 FORWARD LENGTH=163"
tr_8530,Module_5,0.721428571,Phvul.004G138500,coding,GLYMA16G33800.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G138500,| Symbols:  | Kunitz family trypsin and protease inhibitor protein | chr1:6149343-6149933 FORWARD LENGTH=196
tr_20039,Module_5,0.720434735,Phvul.008G262100,coding,GLYMA02G39080.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G262100,| Symbols: UGT71C5 | UDP-glucosyl transferase 71C5 | chr1:2223889-2225331 FORWARD LENGTH=480
tr_11390,Module_6,0.8,Phvul.007G243800,coding,GLYMA02G13240.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G243800,| Symbols:  | Uncharacterised protein family UPF0090 | chr1:26018583-26020058 REVERSE LENGTH=305
tr_21156,Module_6,0.774751635,Phvul.008G166900,coding,GLYMA13G02580.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G166900,"| Symbols: ATPIP5K1, ATPIPK1, PIP5K1 | phosphatidylinositol-4-phosphate 5-kinase 1 | chr1:7735053-7738309 FORWARD LENGTH=752"
tr_11172,Module_6,0.771428571,Phvul.009G227400,coding,GLYMA09G08070.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G227400,| Symbols:  | Acyl-CoA N-acyltransferases (NAT) superfamily protein | chr2:2350231-2351898 FORWARD LENGTH=288
tr_160,Module_6,0.757142857,Phvul.008G056100,coding,GLYMA18G47520.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G056100,"| Symbols:  | Alpha-1,4-glucan-protein synthase family protein | chr5:5393296-5394342 FORWARD LENGTH=348"
tr_8781,Module_6,0.753571429,Phvul.004G170200,coding,GLYMA16G08420.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G170200,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: response to chitin; LOCATED IN: vacuole; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G52140.1); Has 109 Blast hits to 109 proteins in 16 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 109; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr4:14348866-14349468 FORWARD LENGTH=200
tr_17141,Module_6,0.75,Phvul.001G174600,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G174600,None
tr_5861,Module_6,0.746428571,Phvul.011G015500,noncoding,GLYMA12G01520.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G015500,None
tr_952,Module_6,0.739285714,Phvul.003G215000,coding,GLYMA17G14410.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G215000,| Symbols:  | Class I peptide chain release factor | chr1:23272608-23274211 REVERSE LENGTH=236
tr_1621,Module_6,0.739285714,Phvul.002G221700,coding,GLYMA08G06370.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G221700,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G05018.1); Has 20 Blast hits to 20 proteins in 8 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 17; Viruses - 0; Other Eukaryotes - 3 (source: NCBI BLink). | chr4:11441065-11441712 REVERSE LENGTH=215
tr_26423,Module_6,0.739285714,Phvul.007G147500,coding,GLYMA10G06210.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G147500,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; Has 32 Blast hits to 32 proteins in 14 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 32; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr2:15489176-15490296 REVERSE LENGTH=232
tr_22373,Module_6,0.738768719,Phvul.007G242200,coding,GLYMA10G19260.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G242200,| Symbols: scpl46 | serine carboxypeptidase-like 46 | chr2:14197866-14200536 REVERSE LENGTH=465
tr_19732,Module_6,0.736372055,Phvul.010G030800,coding,GLYMA03G22320.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G030800,"| Symbols: NS2, ATNS2, SYNC2_ARATH, SYNC2 | asparaginyl-tRNA synthetase 2 | chr3:2374179-2376644 REVERSE LENGTH=638"
tr_10382,Module_6,0.732142857,Phvul.010G133700,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G133700,None
tr_15588,Module_6,0.732142857,Phvul.011G014300,coding,GLYMA12G01420.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G014300,| Symbols: RPP13 | NB-ARC domain-containing disease resistance protein | chr3:17130739-17133246 REVERSE LENGTH=835
tr_18270,Module_6,0.725,Phvul.002G072400,coding,GLYMA01G03870.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G072400,"| Symbols: ATTPS8, TPS8, ATTPSC | trehalose-6-phosphatase synthase S8 | chr1:26471286-26474078 REVERSE LENGTH=856"
tr_27194,Module_6,0.725,Phvul.003G009500,coding,GLYMA20G00970.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G009500,"| Symbols: CYP71B23 | cytochrome P450, family 71, subfamily B, polypeptide 23 | chr3:9593329-9595202 REVERSE LENGTH=501"
tr_714,Module_6,0.710714286,Phvul.001G003600,coding,GLYMA14G40130.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G003600,"| Symbols: EMB2719, HAP15 | PAM domain (PCI/PINT associated module) protein | chr1:7001409-7004154 REVERSE LENGTH=488"
tr_7412,Module_6,0.707142857,Phvul.005G018300,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G018300,None
tr_14669,Module_6,0.707142857,Phvul.008G222700,coding,GLYMA14G06330.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G222700,| Symbols:  | basic helix-loop-helix (bHLH) DNA-binding superfamily protein | chr2:16791098-16792027 FORWARD LENGTH=254
tr_15580,Module_6,0.707142857,Phvul.001G131900,coding,GLYMA03G29300.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G131900,| Symbols:  | DTW domain-containing protein | chr2:17421746-17422507 REVERSE LENGTH=253
tr_17185,Module_6,0.707142857,Phvul.008G241300,coding,GLYMA02G40740.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G241300,"| Symbols: SUS6, ATSUS6 | sucrose synthase 6 | chr1:27584533-27588326 REVERSE LENGTH=942"
tr_20902,Module_6,0.705095094,Phvul.008G012000,coding,GLYMA18G52740.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G012000,| Symbols:  | Calcium-binding EF-hand family protein | chr2:18309285-18309713 FORWARD LENGTH=142
tr_6828,Module_6,0.703777588,Phvul.009G178800,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G178800,
tr_7443,Module_6,0.703571429,Phvul.004G122700,coding,GLYMA16G32360.3,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G122700,| Symbols:  | GroES-like zinc-binding alcohol dehydrogenase family protein | chr5:21111820-21113284 FORWARD LENGTH=364
tr_13336,Module_7,0.867857143,Phvul.011G066300,coding,GLYMA12G07020.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G066300,"| Symbols: GR-RBP4, GRP4 | glycine-rich RNA-binding protein 4 | chr3:8606762-8607677 REVERSE LENGTH=136"
tr_19158,Module_7,0.864285714,Phvul.003G114100,coding,GLYMA07G36870.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G114100,| Symbols: HCF107 | high chlorophyll fluorescent 107 | chr3:5809378-5812605 REVERSE LENGTH=652
tr_2055,Module_7,0.832142857,Phvul.002G312300,coding,GLYMA08G04200.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G312300,| Symbols: PRORP1 | proteinaceous RNase P 1 | chr2:13679608-13681756 REVERSE LENGTH=572
tr_25218,Module_7,0.817857143,Phvul.008G287400,coding,GLYMA02G47760.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G287400,| Symbols:  | unknown protein; Has 45 Blast hits to 45 proteins in 15 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 43; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink). | chr2:1679528-1680199 FORWARD LENGTH=152
tr_1755,Module_7,0.81501373,Phvul.002G311000,coding,GLYMA05G35680.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G311000,| Symbols: ckl3 | casein kinase I-like 3 | chr4:14251351-14254048 FORWARD LENGTH=415
tr_25355,Module_7,0.814285714,Phvul.006G044900,noncoding,GLYMA06G34970.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G044900,None
tr_5195,Module_7,0.810714286,Phvul.004G099800,coding,GLYMA02G09270.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G099800,| Symbols:  | Mitochondrial substrate carrier family protein | chr5:16835572-16836810 REVERSE LENGTH=412
tr_717,Module_7,0.807142857,Phvul.008G287000,coding,GLYMA14G00890.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G287000,| Symbols:  | Transducin/WD40 repeat-like superfamily protein | chr4:10360234-10362991 FORWARD LENGTH=494
tr_7702,Module_7,0.796495299,Phvul.005G148800,coding,GLYMA13G41630.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G148800,| Symbols:  | Protein kinase superfamily protein | chr1:18953625-18954839 REVERSE LENGTH=404
tr_11702,Module_7,0.782142857,Phvul.008G267100,coding,GLYMA14G02710.3,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G267100,| Symbols: PMSR4 | peptide met sulfoxide reductase 4 | chr4:12898802-12899998 REVERSE LENGTH=258
tr_21848,Module_7,0.778571429,Phvul.010G142600,coding,GLYMA08G21030.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G142600,"| Symbols: IAR3, JR3 | peptidase M20/M25/M40 family protein | chr1:19199562-19201424 FORWARD LENGTH=440"
tr_10307,Module_7,0.775692892,Phvul.005G170200,coding,GLYMA15G02080.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G170200,| Symbols: NDF4 | NDH-dependent cyclic electron flow 1 | chr3:5507091-5508320 REVERSE LENGTH=204
tr_12650,Module_7,0.771428571,Phvul.006G147900,coding,GLYMA15G11670.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G147900,| Symbols:  | Saposin-like aspartyl protease family protein | chr1:23010107-23012681 REVERSE LENGTH=513
tr_21789,Module_7,0.767857143,Phvul.004G034000,coding,GLYMA19G03440.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G034000,"| Symbols: APG6, CLPB3, CLPB-P | casein lytic proteinase B3 | chr5:5014399-5018255 REVERSE LENGTH=968"
tr_22985,Module_7,0.767857143,Phvul.006G044900,coding,GLYMA06G35010.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G044900,| Symbols:  | RING/U-box superfamily protein | chr3:5070472-5072344 REVERSE LENGTH=486
tr_2315,Module_7,0.764285714,Phvul.007G126800,coding,GLYMA20G34680.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G126800,| Symbols:  | Thioredoxin superfamily protein | chr5:1963580-1964251 REVERSE LENGTH=194
tr_8091,Module_7,0.760714286,Phvul.008G122300,coding,GLYMA08G47210.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G122300,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 27 Blast hits to 27 proteins in 10 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 27; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr4:7674431-7675275 REVERSE LENGTH=176
tr_9497,Module_7,0.760714286,Phvul.002G332000,coding,GLYMA05G33640.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G332000,"| Symbols: PAP3, ATPAP3 | purple acid phosphatase 3 | chr1:5058680-5060988 FORWARD LENGTH=366"
tr_14944,Module_7,0.760714286,Phvul.010G084300,coding,GLYMA03G02740.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G084300,| Symbols: SEC1A | secretory 1A | chr1:348046-352197 FORWARD LENGTH=673
tr_26411,Module_7,0.759842447,Phvul.011G214900,coding,GLYMA12G36970.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G214900,"| Symbols: ATIPK2BETA, IPK2B, IPK2BETA | inositol polyphosphate kinase 2 beta | chr5:24813916-24814818 REVERSE LENGTH=300"
tr_24269,Module_7,0.750670541,Phvul.009G239100,coding,GLYMA13G21870.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G239100,| Symbols: ATKRS-1 | lysyl-tRNA synthetase 1 | chr3:3702359-3705613 REVERSE LENGTH=626
