transcript,met_module,cor,gene_id,region_soy,blast_soy,Phytozome,blast_ara
tr_22535,Module_11,0.810714286,Phvul.001G171400,coding,GLYMA03G33150.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G171400,| Symbols: NAKR2 | Chloroplast-targeted copper chaperone protein | chr2:15694300-15695461 FORWARD LENGTH=258
tr_15606,Module_11,0.807239967,Phvul.008G288500,coding,GLYMA14G00750.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G288500,| Symbols:  | Protein kinase superfamily protein | chr3:2459696-2463241 REVERSE LENGTH=724
tr_24719,Module_11,0.807142857,Phvul.002G226000,coding,GLYMA07G31330.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G226000,| Symbols:  | Protein of unknown function (DUF1218) | chr1:22490430-22491330 REVERSE LENGTH=180
tr_7377,Module_11,0.806077176,Phvul.009G086200,coding,GLYMA04G06340.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G086200,"| Symbols: AtMAPR2, MAPR2 | membrane-associated progesterone binding protein 2 | chr2:10609447-10609749 FORWARD LENGTH=100"
tr_1229,Module_11,-0.803571429,Phvul.001G130900,coding,GLYMA03G29150.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G130900,| Symbols:  | ABC-2 type transporter family protein | chr3:7391497-7394933 REVERSE LENGTH=691
tr_2288,Module_11,-0.803571429,Phvul.003G145500,coding,GLYMA20G21250.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G145500,| Symbols: RUXF | small nuclear ribonucleoprotein F | chr4:14803100-14804259 REVERSE LENGTH=88
tr_10719,Module_11,-0.807142857,Phvul.003G276300,coding,GLYMA16G17460.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G276300,| Symbols:  | Amino acid permease family protein | chr1:11418875-11420314 REVERSE LENGTH=479
tr_13720,Module_11,-0.807142857,Phvul.008G113800,coding,GLYMA07G16790.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G113800,"| Symbols: ATROPGEF7, ROPGEF7 | RHO guanyl-nucleotide exchange factor 7 | chr5:383493-385698 FORWARD LENGTH=546"
tr_20306,Module_11,-0.807142857,Phvul.007G138600,coding,GLYMA10G33990.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G138600,"| Symbols: ATNUDX26, NUDX26 | nudix hydrolase homolog 26 | chr3:3320263-3321565 FORWARD LENGTH=216"
tr_2914,Module_11,-0.810714286,Phvul.001G196700,coding,GLYMA19G38790.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G196700,"| Symbols: CP33, PDE322 | chloroplast RNA-binding protein 33 | chr3:19421619-19422855 FORWARD LENGTH=329"
tr_15717,Module_11,-0.810714286,Phvul.007G268100,coding,GLYMA10G00490.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G268100,| Symbols:  | Ribosomal protein S8e family protein | chr5:1944835-1946512 FORWARD LENGTH=260
tr_22636,Module_11,-0.810714286,Phvul.001G113000,coding,GLYMA13G00680.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G113000,| Symbols:  | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein | chr5:23204533-23206485 FORWARD LENGTH=289
tr_7498,Module_11,-0.814285714,Phvul.007G165800,coding,GLYMA10G02600.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G165800,| Symbols:  | Thioredoxin superfamily protein | chr3:23266303-23266614 FORWARD LENGTH=103
tr_23686,Module_11,-0.814285714,Phvul.010G038400,coding,GLYMA03G23910.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G038400,"| Symbols: ATERS, OVA3, ERS | glutamate tRNA synthetase | chr5:25630196-25633099 REVERSE LENGTH=570"
tr_129,Module_11,-0.817857143,Phvul.005G183000,coding,GLYMA13G44810.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G183000,| Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr1:30395194-30396921 REVERSE LENGTH=540
tr_25906,Module_11,-0.818051216,Phvul.006G101800,coding,GLYMA03G40740.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G101800,| Symbols:  | Bacterial sec-independent translocation protein mttA/Hcf106 | chr5:10784142-10785677 REVERSE LENGTH=147
tr_69,Module_11,-0.821428571,Phvul.002G052700,coding,GLYMA11G00300.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G052700,| Symbols:  | SWIB/MDM2 domain superfamily protein | chr2:6393686-6394841 REVERSE LENGTH=141
tr_9075,Module_11,-0.821428571,Phvul.007G176800,coding,GLYMA02G16100.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G176800,| Symbols: OSB1 | Primosome PriB/single-strand DNA-binding | chr1:17561514-17562859 REVERSE LENGTH=261
tr_24899,Module_11,-0.821428571,Phvul.002G098700,coding,GLYMA07G34740.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G098700,| Symbols:  | Cytochrome c | chr5:18175566-18176851 REVERSE LENGTH=175
tr_9153,Module_11,-0.825,Phvul.008G050400,coding,GLYMA18G48200.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G050400,| Symbols:  | Rhodanese/Cell cycle control phosphatase superfamily protein | chr3:9235591-9236598 REVERSE LENGTH=264
tr_16056,Module_11,-0.825,Phvul.002G131600,coding,GLYMA01G35170.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G131600,| Symbols: PAM68 | Protein of unknown function (DUF3464) | chr4:10453453-10454359 FORWARD LENGTH=214
tr_5932,Module_11,-0.828571429,Phvul.005G073100,coding,GLYMA12G35400.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G073100,| Symbols: emb2737 | embryo defective 2737 | chr5:21865353-21868576 FORWARD LENGTH=422
tr_25668,Module_11,-0.832142857,Phvul.004G031500,coding,GLYMA19G03080.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G031500,| Symbols:  | Pentatricopeptide repeat (PPR) superfamily protein | chr5:4982273-4984144 REVERSE LENGTH=623
tr_23929,Module_11,-0.835714286,Phvul.005G091600,coding,GLYMA13G36320.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G091600,"| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast, chloroplast stroma; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 26 Blast hits to 26 proteins in 9 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 26; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:18934342-18934977 FORWARD LENGTH=211"
tr_23811,Module_11,-0.842299317,Phvul.008G056400,noncoding,GLYMA18G47500.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G056400,None
tr_18376,Module_11,-0.85,Phvul.001G205100,coding,GLYMA19G39670.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G205100,| Symbols:  | Pentatricopeptide repeat (PPR) superfamily protein | chr5:22802322-22803914 FORWARD LENGTH=530
tr_18576,Module_11,-0.857142857,Phvul.002G310400,coding,GLYMA08G03930.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G310400,"| Symbols: CAF1, ATCAF1 | RNA-binding CRS1 / YhbY (CRM) domain-containing protein | chr2:8644464-8647090 FORWARD LENGTH=701"
tr_6072,Module_11,-0.864285714,Phvul.007G219800,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G219800,
tr_11911,Module_11,-0.864285714,Phvul.009G258000,coding,GLYMA19G44950.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G258000,| Symbols:  | RNA-binding (RRM/RBD/RNP motifs) family protein | chr1:45503-46789 REVERSE LENGTH=293
tr_14243,Module_11,-0.864285714,Phvul.001G244200,noncoding,GLYMA13G39270.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G244200,None
tr_5924,Module_11,-0.871428571,Phvul.002G308600,coding,GLYMA08G03750.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G308600,| Symbols:  | tRNA/rRNA methyltransferase (SpoU) family protein | chr2:8576034-8577803 FORWARD LENGTH=589
tr_10669,Module_11,-0.878571429,Phvul.004G001400,coding,GLYMA05G09270.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G001400,| Symbols: RPL22 | ribosomal protein L22 | chrC:83467-83949 REVERSE LENGTH=160
tr_10207,Module_11,-0.882142857,Phvul.009G118500,coding,GLYMA06G00510.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G118500,"| Symbols: GSA2 | glutamate-1-semialdehyde 2,1-aminomutase 2 | chr3:18049697-18051550 FORWARD LENGTH=472"
tr_14075,Module_11,-0.882142857,Phvul.004G120200,coding,GLYMA09G26630.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G120200,| Symbols: IQD23 | IQ-domain 23 | chr5:24930057-24932451 REVERSE LENGTH=403
tr_16138,Module_11,-0.885714286,Phvul.002G300600,coding,GLYMA05G36670.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G300600,| Symbols:  | Translation elongation  factor EF1B/ribosomal protein S6 family protein | chr1:23954993-23956205 REVERSE LENGTH=207
tr_1763,Module_12,0.828665856,Phvul.004G0542000,coding,GLYMA19G18330.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G0542000,"| Symbols: SOX, AT-SO, AtSO | sulfite oxidase | chr3:314919-317274 REVERSE LENGTH=393"
tr_24765,Module_12,0.828571429,Phvul.004G147800,coding,GLYMA09G30300.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G147800,"| Symbols: ATMKK9, MKK9 | MAP kinase kinase 9 | chr1:27639419-27640351 REVERSE LENGTH=310"
tr_25915,Module_12,0.822547892,Phvul.002G035800,coding,GLYMA11G01650.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G035800,| Symbols:  | Nuclear transport factor 2 (NTF2) family protein | chr1:26932079-26933086 FORWARD LENGTH=216
tr_5345,Module_12,0.822162974,Phvul.004G138500,coding,GLYMA16G33800.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G138500,| Symbols:  | Kunitz family trypsin and protease inhibitor protein | chr1:6149343-6149933 FORWARD LENGTH=196
tr_1524,Module_12,-0.821428571,Phvul.004G169300,coding,GLYMA01G34840.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G169300,| Symbols:  | protein serine/threonine phosphatases;protein kinases;catalytics;cAMP-dependent protein kinase regulators;ATP binding;protein serine/threonine phosphatases | chr2:8649779-8654193 REVERSE LENGTH=1094
tr_2068,Module_12,-0.821428571,Phvul.007G070000,noncoding,GLYMA10G38030.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G070000,| Symbols:  | Copper transport protein family | chr5:8013242-8014129 REVERSE LENGTH=103
tr_6905,Module_12,-0.821428571,Phvul.001G011400,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G011400,
tr_17798,Module_12,-0.821428571,Phvul.001G1116001,coding,GLYMA19G28980.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G1116001,"| Symbols: ATAPRL5, APRL5 | APR-like 5 | chr3:992465-994315 FORWARD LENGTH=300"
tr_21487,Module_12,-0.821428571,Phvul.003G283300,coding,GLYMA16G13400.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G283300,"| Symbols: ATHSFA1D, HSFA1D | heat shock transcription factor A1D | chr1:11657265-11660234 REVERSE LENGTH=485"
tr_16849,Module_12,-0.825,Phvul.007G053100,coding,GLYMA10G39730.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G053100,| Symbols: RIC10 | ROP-interactive CRIB motif-containing protein 10 | chr4:2486218-2487779 REVERSE LENGTH=156
tr_14021,Module_12,-0.828571429,Phvul.011G078400,coding,GLYMA11G20680.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G078400,| Symbols:  | Galactose oxidase/kelch repeat superfamily protein | chr5:24348713-24349894 FORWARD LENGTH=393
tr_22466,Module_12,-0.828571429,Phvul.003G248400,coding,GLYMA02G06980.3,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G248400,| Symbols:  | unknown protein; Has 54 Blast hits to 54 proteins in 22 species: Archae - 0; Bacteria - 0; Metazoa - 29; Fungi - 0; Plants - 24; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink). | chr3:18713718-18716759 FORWARD LENGTH=642
tr_23995,Module_12,-0.828571429,Phvul.002G161700,coding,GLYMA01G43290.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G161700,"| Symbols:  | FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast, plasma membrane; EXPRESSED IN: 9 plant structures; EXPRESSED DURING: 6 growth stages; BEST Arabidopsis thaliana protein match is: intracellular protein transport protein USO1-related (TAIR:AT1G64180.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr5:16646330-16648776 FORWARD LENGTH=623"
tr_25407,Module_12,-0.828571429,Phvul.009G088000,coding,GLYMA04G06570.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G088000,| Symbols:  | LOCATED IN: cytosol; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; BEST Arabidopsis thaliana protein match is: Tudor/PWWP/MBT superfamily protein (TAIR:AT1G15940.1). | chr4:15419435-15423939 REVERSE LENGTH=872
tr_17813,Module_12,-0.832142857,Phvul.007G151000,coding,GLYMA10G06650.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G151000,| Symbols:  | Major facilitator superfamily protein | chr2:11985934-11987667 FORWARD LENGTH=577
tr_8176,Module_12,-0.835714286,Phvul.003G054000,coding,GLYMA08G40010.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G054000,| Symbols:  | unknown protein; Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink). | chr5:7359549-7359791 FORWARD LENGTH=80
tr_15451,Module_12,-0.835714286,Phvul.004G128700,coding,GLYMA16G33080.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G128700,| Symbols:  | ATP-dependent Clp protease | chr1:12092111-12095789 FORWARD LENGTH=656
tr_26769,Module_12,-0.838248771,Phvul.001G092300,coding,GLYMA19G26210.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G092300,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF3339 (InterPro:IPR021775); BEST Arabidopsis thaliana protein match is: Protein of unknown function (DUF 3339) (TAIR:AT5G40970.1); Has 538 Blast hits to 271 proteins in 16 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 534; Viruses - 4; Other Eukaryotes - 0 (source: NCBI BLink). | chr3:9972508-9974225 REVERSE LENGTH=142
tr_5486,Module_12,-0.839285714,Phvul.006G170500,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G170500,
tr_9935,Module_12,-0.839285714,Phvul.003G121300,coding,GLYMA13G18030.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G121300,"| Symbols: NPSN13, ATNPSN13 | novel plant snare 13 | chr3:5969909-5972290 REVERSE LENGTH=269"
tr_25487,Module_12,-0.839285714,Phvul.006G182000,coding,GLYMA13G30860.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G182000,| Symbols: HB-1 | homeobox-1 | chr1:9979936-9987460 FORWARD LENGTH=1705
tr_26974,Module_12,-0.839285714,Phvul.003G231900,coding,GLYMA11G04820.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G231900,| Symbols: XTH7 | xyloglucan endotransglucosylase/hydrolase 7 | chr4:17775703-17777372 REVERSE LENGTH=293
tr_14570,Module_12,-0.842857143,Phvul.003G136200,coding,GLYMA17G06200.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G136200,| Symbols:  | alpha/beta-Hydrolases superfamily protein | chr3:17536133-17537515 REVERSE LENGTH=309
tr_10597,Module_12,-0.846428571,Phvul.006G0225001,coding,GLYMA08G42070.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G0225001,| Symbols:  | ATP-dependent caseinolytic (Clp) protease/crotonase family protein | chr1:2003834-2006564 REVERSE LENGTH=387
tr_4600,Module_12,-0.85,Phvul.003G231900,coding,GLYMA17G16890.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G231900,| Symbols: XTH6 | xyloglucan endotransglucosylase/hydrolase 6 | chr5:26299080-26300290 FORWARD LENGTH=292
tr_2230,Module_12,-0.853571429,Phvul.009G203400,coding,GLYMA06G22650.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G203400,"| Symbols: AGL8, FUL | AGAMOUS-like 8 | chr5:24502736-24506013 REVERSE LENGTH=242"
tr_2604,Module_12,-0.853571429,Phvul.001G081500,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G081500,None
tr_3861,Module_12,-0.853571429,Phvul.007G226100,coding,GLYMA19G37230.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G226100,| Symbols: VPS37-1 | Modifier of rudimentary (Mod(r)) protein | chr3:19690729-19692490 REVERSE LENGTH=217
tr_18938,Module_12,-0.853571429,Phvul.002G051100,noncoding,GLYMA19G32690.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G051100,| Symbols:  | Ribosomal protein S10p/S20e family protein | chr5:25021388-25022235 REVERSE LENGTH=124
tr_19567,Module_12,-0.853571429,Phvul.005G175100,coding,GLYMA13G44040.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G175100,| Symbols:  | Single hybrid motif superfamily protein | chr3:5317108-5319435 FORWARD LENGTH=263
tr_16742,Module_12,-0.857142857,Phvul.001G023900,coding,GLYMA01G35170.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G023900,None
tr_23869,Module_12,-0.857142857,Phvul.007G172500,coding,GLYMA02G16580.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G172500,| Symbols: TIC | time for coffee | chr3:7913181-7918967 FORWARD LENGTH=1555
tr_13375,Module_12,-0.871428571,Phvul.002G229700,coding,GLYMA13G24640.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G229700,| Symbols:  | Ribosomal protein S5 family protein | chr2:14300925-14302352 REVERSE LENGTH=303
tr_15897,Module_12,-0.875,Phvul.004G102900,coding,GLYMA09G23250.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G102900,| Symbols:  | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr5:21434155-21438362 REVERSE LENGTH=829
tr_13314,Module_12,-0.882142857,Phvul.006G184000,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G184000,None
tr_25615,Module_12,-0.882142857,Phvul.009G231100,coding,GLYMA15G18620.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G231100,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G72690.1); Has 153 Blast hits to 116 proteins in 29 species: Archae - 0; Bacteria - 6; Metazoa - 33; Fungi - 7; Plants - 82; Viruses - 0; Other Eukaryotes - 25 (source: NCBI BLink). | chr5:23063870-23065203 REVERSE LENGTH=187
tr_12007,Module_12,-0.889285714,Phvul.008G027800,coding,GLYMA08G27680.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G027800,"| Symbols: AGL8, FUL | AGAMOUS-like 8 | chr5:24502736-24506013 REVERSE LENGTH=242"
tr_940,Module_12,-0.925,Phvul.007G181200,coding,GLYMA10G29670.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G181200,None
tr_25820,Module_12,-0.939285714,Phvul.008G008600,noncoding,GLYMA18G53090.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G008600,None
tr_13989,Module_13,0.867637274,Phvul.005G124500,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G124500,None
tr_194,Module_13,0.821428571,Phvul.001G170100,coding,GLYMA03G32970.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G170100,"| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: sperm cell, male gametophyte, pollen tube; EXPRESSED DURING: L mature pollen stage, M germinated pollen stage; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G37480.1). | chr3:19891104-19892214 FORWARD LENGTH=203"
tr_5603,Module_13,0.803571429,Phvul.011G130400,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G130400,
